year,impact_area,Fdescript,Fund_DAmt
2018,Public Health,Donor Advised,500
2018,Arts,Donor Advised,200
2018,Peace and Human Rights,Donor Advised,1500
2018,Peace and Human Rights,Donor Advised,300
2018,Arts,Donor Advised,100
2018,Peace and Human Rights,Donor Advised,200
2018,Peace and Human Rights,Donor Advised,200
2018,Arts,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,250
2018,Peace and Human Rights,Donor Advised,250
2018,Education,Donor Advised,200
2018,Education,Donor Advised,250
2018,Arts,Donor Advised,424
2018,Environment and Climate Change,Donor Advised,200
2018,Environment and Climate Change,Donor Advised,100
2018,Arts,Donor Advised,250
2018,Arts,Donor Advised,500
2018,Poverty Alleviation,Donor Advised,2500
2018,Education,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,5e3
2018,Poverty Alleviation,Donor Advised,240
2018,Peace and Human Rights,Donor Advised,200
2018,Education,Donor Advised,200
2018,Poverty Alleviation,Donor Advised,200
2018,Education,Donor Advised,500
2018,Peace and Human Rights,Donor Advised,1e3
2018,Education,Donor Advised,500
2018,Peace and Human Rights,Donor Advised,1e3
2018,Environment and Climate Change,Unrestricted,430
2018,Public Health,Unrestricted,430
2018,Education,Unrestricted,430
2018,Education,Donor Advised,200
2018,Poverty Alleviation,Geographic Affil,150
2018,Environment and Climate Change,Geographic Affil,150
2018,Education,Field of Interst,100
2018,Arts,Field of Interst,100
2018,Arts,Field of Interst,100
2018,Education,Field of Interst,100
2018,Arts,Field of Interst,100
2018,Arts,Field of Interst,100
2018,Arts,Field of Interst,100
2018,Environment and Climate Change,Donor Advised,150
2018,Education,Donor Advised,5e3
2018,Environment and Climate Change,Field of Interst,5e3
2018,Education,Donor Advised,200
2018,Public Health,Donor Advised,300
2018,Education,Field of Interst,1500
2018,Peace and Human Rights,Donor Advised,500
2018,Education,Donor Advised,500
2018,Public Health,Donor Advised,200
2018,Education,Donor Advised,1e3
2018,Poverty Alleviation,Donor Advised,1e3
2018,Poverty Alleviation,Donor Advised,500
2018,Poverty Alleviation,Donor Advised,350
2018,Poverty Alleviation,Donor Advised,1047
2018,Poverty Alleviation,Unrestricted,3
2018,Education,Donor Advised,300
2018,Public Health,Donor Advised,500
2018,Arts,Donor Advised,491
2018,Arts,Designated,3357
2018,Education,Designated,2e3
2018,Arts,Designated,1e4
2018,Arts,Designated,1500
2018,Education,Designated,1e3
2018,Education,Designated,1e3
2018,Arts,Designated,5008
2018,Arts,Designated,5008
2018,Poverty Alleviation,Designated,1491
2018,Poverty Alleviation,Designated,635
2018,Arts,Designated,1292
2018,Education,Designated,1576
2018,Education,Designated,1965
2018,Arts,Designated,225.25
2018,Arts,Designated,225.25
2018,Arts,Designated,225.25
2018,Environment and Climate Change,Designated,225.25
2018,Poverty Alleviation,Designated,3244
2018,Education,Designated,846
2018,Poverty Alleviation,Designated,1100
2018,Education,Designated,1232
2018,Education,Agency/Org.,900
2018,Poverty Alleviation,Agency/Org.,3450
2018,Arts,Agency/Org.,928
2018,Poverty Alleviation,Agency/Org.,10147
2018,Education,Designated,582
2018,Environment and Climate Change,Field of Interst,63500
2018,Public Health,Unrestricted,100
2018,Peace and Human Rights,Donor Advised,200
2018,Poverty Alleviation,Designated,14913
2018,Poverty Alleviation,Designated,2776
2018,Public Health,Donor Advised,750
2018,Arts,Donor Advised,750
2018,Education,Donor Advised,400
2018,Arts,Donor Advised,500
2018,Education,Donor Advised,528
2018,Education,Donor Advised,500
2018,Poverty Alleviation,Geographic Affil,1e3
